schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,provenance
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0011,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112A,11,112A,112A,25,25,630,638,690,698,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0012,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112A,12,112A,112A,26,26,645,702,705,762,\mu(\bigcup_{n\in\Bbb N}E_n)=\sum_{n=0}^{\infty}\mu E_n,\mu(\bigcup_{n\in\Bbb N}E_n)=\sum_{n=0}^{\infty}\mu E_n,af86d5b72eab9a08495e214fe3897b2e55b61a015d621264f94c27690a52d802,af86d5b72eab9a08495e214fe3897b2e55b61a015d621264f94c27690a52d802,fb353d4fac0833617fc30f7909e66b88ee8fb8af3680bb3c3c64e441e3419fbf,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0013,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112A,13,112A,112A,28,28,743,751,810,818,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0014,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112A,14,112A,112A,29,29,790,795,855,860,\mu,\mu,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0015,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112A,15,112A,112A,29,29,824,827,893,896,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0016,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,16,112B,112Ba,31,31,881,889,950,958,\infty,\infty,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0017,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,17,112B,112Ba,33,32,940,945,1017,1022,\mu,\mu,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0018,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,18,112B,112Ba,34,33,984,996,1062,1074,"[0,\infty]","[0,\infty]",202ebb10f9f694570d20c2ff877c1763641e4b53def0857497c44b8f8b15a882,202ebb10f9f694570d20c2ff877c1763641e4b53def0857497c44b8f8b15a882,202ebb10f9f694570d20c2ff877c1763641e4b53def0857497c44b8f8b15a882,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0019,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,19,112B,112Ba,35,34,1063,1071,1127,1135,\infty,\infty,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0020,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,20,112B,112Ba,36,35,1155,1163,1213,1221,\infty,\infty,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0021,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,21,112B,112Ba,39,38,1351,1359,1417,1425,\infty,\infty,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0022,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,22,112B,112Ba,41,41,1497,1523,1577,1603,\infty+a=a+\infty=\infty,\infty+a=a+\infty=\infty,606719d2c45928fdc0ff03772161a408c24d48384ca58c36907fa697a27fa53b,606719d2c45928fdc0ff03772161a408c24d48384ca58c36907fa697a27fa53b,606719d2c45928fdc0ff03772161a408c24d48384ca58c36907fa697a27fa53b,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0023,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,23,112B,112Ba,42,41,1534,1555,1617,1638,"a\in[0,\infty\roibr","a\in[0,\infty\roibr",bbbee98eed5092e52bbca2ff55355df5f88f2a828fda514482c23695090c3069,bbbee98eed5092e52bbca2ff55355df5f88f2a828fda514482c23695090c3069,bbbee98eed5092e52bbca2ff55355df5f88f2a828fda514482c23695090c3069,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0024,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,24,112B,112Ba,42,42,1584,1592,1667,1675,a\ge 0,a\ge 0,b5ac3c0ceed24a6b502c6a11b8f89c8ad74ce7267b86a9cde4dfb670498db535,b5ac3c0ceed24a6b502c6a11b8f89c8ad74ce7267b86a9cde4dfb670498db535,f82fa181ba60e7fb2725d36658cd574f81024ca540539d778ab0b2a574231119,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0025,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,25,112B,112Ba,43,42,1599,1621,1682,1704,\infty+\infty=\infty,\infty+\infty=\infty,ae4e5e3f74937436b288ffb91c9beafcc64a21a1fefac53ff55bfac6126c7560,ae4e5e3f74937436b288ffb91c9beafcc64a21a1fefac53ff55bfac6126c7560,ae4e5e3f74937436b288ffb91c9beafcc64a21a1fefac53ff55bfac6126c7560,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0026,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,26,112B,112Ba,43,43,1638,1650,1722,1734,"[0,\infty]","[0,\infty]",202ebb10f9f694570d20c2ff877c1763641e4b53def0857497c44b8f8b15a882,202ebb10f9f694570d20c2ff877c1763641e4b53def0857497c44b8f8b15a882,202ebb10f9f694570d20c2ff877c1763641e4b53def0857497c44b8f8b15a882,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0027,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,27,112B,112Ba,45,44,1719,1736,1802,1819,\infty-a=\infty,\infty-a=\infty,f5039fc9e6d59eb5f00ffe8b7d226ba4d6dc6ca2fa290432be229ad9e967af77,f5039fc9e6d59eb5f00ffe8b7d226ba4d6dc6ca2fa290432be229ad9e967af77,f5039fc9e6d59eb5f00ffe8b7d226ba4d6dc6ca2fa290432be229ad9e967af77,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0028,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,28,112B,112Ba,45,44,1747,1759,1832,1844,a\in\Bbb R,a\in\Bbb R,320bc61e7c9c240bbe3785a1abef668d5dc5d0f36fa1061c386ff0b380288e4a,320bc61e7c9c240bbe3785a1abef668d5dc5d0f36fa1061c386ff0b380288e4a,25e579aff10f303f0b3a0972c2a2e1d81163cd9641dfef0b0d7d1242d0c298e1,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0029,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,29,112B,112Ba,46,46,1818,1833,1907,1922,\infty-\infty,\infty-\infty,5529f282707f9b7fe43ee0fcd33454eb68710c195505f6a2113629aeeed6937e,5529f282707f9b7fe43ee0fcd33454eb68710c195505f6a2113629aeeed6937e,5529f282707f9b7fe43ee0fcd33454eb68710c195505f6a2113629aeeed6937e,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0030,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,30,112B,112Ba,48,47,1911,1930,1983,2002,\infty\cdot\infty,\infty\cdot\infty,471f242033ebf17cf61d9b4d9b7c7da42a02ab7941899b5623080c2740afdcc8,471f242033ebf17cf61d9b4d9b7c7da42a02ab7941899b5623080c2740afdcc8,471f242033ebf17cf61d9b4d9b7c7da42a02ab7941899b5623080c2740afdcc8,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0031,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,31,112B,112Ba,48,47,1932,1946,2004,2018,a\cdot\infty,a\cdot\infty,ae1f7ce36c27a7bb8fe228066469e67f1134cf8437c23f53205065660d8459a5,ae1f7ce36c27a7bb8fe228066469e67f1134cf8437c23f53205065660d8459a5,ae1f7ce36c27a7bb8fe228066469e67f1134cf8437c23f53205065660d8459a5,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0032,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,32,112B,112Ba,48,47,1951,1966,2024,2039,\infty\cdot a,\infty\cdot a,f267b41d769051a051a512417a0f2c16e083b95fb99f9d62deb53cb97c3627a3,f267b41d769051a051a512417a0f2c16e083b95fb99f9d62deb53cb97c3627a3,bf82776fda8e1ae8ced4f50009e327ee5fcaefb52b9c4a8b77a6b793c85473a8,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0033,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,33,112B,112Ba,48,48,1970,1978,2048,2056,\infty,\infty,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0034,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,34,112B,112Ba,49,48,1983,1988,2063,2068,a>0,a>0,b115af0d0023af60405fe0e2a219510e40ccdf9fd23ceb72e207f72b9dd84948,b115af0d0023af60405fe0e2a219510e40ccdf9fd23ceb72e207f72b9dd84948,b115af0d0023af60405fe0e2a219510e40ccdf9fd23ceb72e207f72b9dd84948,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0035,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,35,112B,112Ba,49,49,1996,2024,2080,2108,0\cdot\infty=\infty\cdot 0,0\cdot\infty=\infty\cdot 0,b03a83557b04d26b2abe3c1a24134416752590812e51a54b603308921667a1e3,b03a83557b04d26b2abe3c1a24134416752590812e51a54b603308921667a1e3,0f60bc8f6c4d37cc7e892cecf9afe25811e75ac7010cbf608052da69004fbcc4,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0036,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,36,112B,112Ba,49,49,2051,2054,2144,2147,0,0,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S112-FORMULA-0037,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112BA,37,112B,112Ba,51,51,2098,2110,2194,2206,"[0,\infty]","[0,\infty]",202ebb10f9f694570d20c2ff877c1763641e4b53def0857497c44b8f8b15a882,202ebb10f9f694570d20c2ff877c1763641e4b53def0857497c44b8f8b15a882,202ebb10f9f694570d20c2ff877c1763641e4b53def0857497c44b8f8b15a882,$,,"{""basis"":""ordered TeX math atom; exact symbolic replay except the correction IDs explicitly linked on this record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
