schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,provenance
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0016,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AB,16,115Ab,115Ab,30,32,1355,1364,1449,1458,\BbbR^r,\BbbR^r,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0017,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AB,17,115Ab,115Ab,31,33,1386,1445,1485,1544,"\coint{a,b}=\{x:\alpha_i\le \xi_i<\beta_i\Forall i\le
r\}","\coint{a,b}=\{x:\alpha_i\le \xi_i<\beta_i\Forall i\le
r\}",f3f40acf19f1c8bc333d88eb3fdb34fa70ac101b670524ffd325e14ef6dddcf1,f3f40acf19f1c8bc333d88eb3fdb34fa70ac101b670524ffd325e14ef6dddcf1,1d65c5a7338f7b6f06c94a8cec19d3743bd0b97cff6a72b77be3dd3819784261,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0018,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AB,18,115Ab,115Ab,32,34,1453,1456,1553,1556,a,a,ca978112ca1bbdcafac231b39a23dc4da786eff8147c4e72b9807785afee48bb,ca978112ca1bbdcafac231b39a23dc4da786eff8147c4e72b9807785afee48bb,ca978112ca1bbdcafac231b39a23dc4da786eff8147c4e72b9807785afee48bb,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0019,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AB,19,115Ab,115Ab,32,34,1458,1471,1558,1571,b\in\BbbR^r,b\in\BbbR^r,3bad70fb6ec0c035015790421f17e3375282b78c3ead8638da1e18a7ed33b30f,3bad70fb6ec0c035015790421f17e3375282b78c3ead8638da1e18a7ed33b30f,3bad70fb6ec0c035015790421f17e3375282b78c3ead8638da1e18a7ed33b30f,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0020,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AB,20,115Ab,115Ab,33,35,1494,1515,1607,1628,\beta_i\le \alpha_i,\beta_i\le \alpha_i,54a8104812470d66eaad7d8cb88307699a7488f9d453b1fc79fba1e960a41551,54a8104812470d66eaad7d8cb88307699a7488f9d453b1fc79fba1e960a41551,c29a7aecd7282245211b67a556c177aa94819f36d600b084409cd589fd865013,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0021,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AB,21,115Ab,115Ab,34,36,1558,1561,1679,1682,i,i,de7d1b721a1e0632b7cf04edf5032c8ecffa9f9a08492152b926f1a5a7e765d7,de7d1b721a1e0632b7cf04edf5032c8ecffa9f9a08492152b926f1a5a7e765d7,de7d1b721a1e0632b7cf04edf5032c8ecffa9f9a08492152b926f1a5a7e765d7,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0022,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AB,22,115Ab,115Ab,34,36,1568,1591,1689,1712,"\coint{a,b}=\emptyset","\coint{a,b}=\emptyset",5fff8c9ad3161ea379173ffba408e856aec822c7a6442d2636a707c882d91be0,5fff8c9ad3161ea379173ffba408e856aec822c7a6442d2636a707c882d91be0,5fff8c9ad3161ea379173ffba408e856aec822c7a6442d2636a707c882d91be0,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0023,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,23,115Ac,115Ac,38,40,1623,1655,1746,1778,"I=\coint{a,b}\subseteq \BbbR^r","I=\coint{a,b}\subseteq \BbbR^r",211264b53584e7ca4e63a1b85d050a34f3f98bd3d18d4961ee1a4db1ec3d5a0c,211264b53584e7ca4e63a1b85d050a34f3f98bd3d18d4961ee1a4db1ec3d5a0c,9fb6bb4c4b440b56dc769569ff850799612d0226d697d17457aedaf4270bf328,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0024,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,24,115Ac,115Ac,40,42,1693,1706,1818,1831,I=\emptyset,I=\emptyset,4d1aefb109d0732160ac6d1408fd7f735e4bffc51901aa18cde3876f3cd94b6b,4d1aefb109d0732160ac6d1408fd7f735e4bffc51901aa18cde3876f3cd94b6b,4d1aefb109d0732160ac6d1408fd7f735e4bffc51901aa18cde3876f3cd94b6b,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0025,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,25,115Ac,115Ac,42,44,1723,1754,1850,1881,\alpha_i=\inf\{\xi_i:x\in I\},\alpha_i=\inf\{\xi_i:x\in I\},ad04fc824096140a1e0e488a1ae75624751e35072b1b95afbc711d44fc9026b1,ad04fc824096140a1e0e488a1ae75624751e35072b1b95afbc711d44fc9026b1,39bda28c117f4fc77d6b675cbff3d67d12b5dfe657ce1d46217bcbca316ba6a3,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0026,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,26,115Ac,115Ac,43,45,1761,1791,1888,1918,\beta_i=\sup\{\xi_i:x\in I\},\beta_i=\sup\{\xi_i:x\in I\},9aaffe2add5b97789b55ed0a6631564d96c68c1c4d7ed864755e842eece2f174,9aaffe2add5b97789b55ed0a6631564d96c68c1c4d7ed864755e842eece2f174,e76f7799cbf3fe1eca8e2efa6eb2231b53340f143e30c59361e0496609701133,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0027,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,27,115Ac,115Ac,45,47,1814,1822,1944,1952,i\le r,i\le r,17ef4c622b72c973574bdda36eea912d4f86aaba5821cb9e28fe0c9ad2499d8d,17ef4c622b72c973574bdda36eea912d4f86aaba5821cb9e28fe0c9ad2499d8d,e38d86dce614cc03439cf94f6191ebabcdc6f3e52e315264c3f8c02355247bf7,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0028,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,28,115Ac,115Ac,45,47,1863,1866,1983,1986,I,I,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0029,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,29,115Ac,115Ac,47,49,1935,1938,2097,2100,r,r,454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1,454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1,454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0030,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,30,115Ac,115Ac,47,50,1959,1970,2102,2113,\lambda I,\lambda I,636800e1905e1f9622dd6f2c9c21cddf5a7ca3dd831f830abb4e3afa94ce52a8,636800e1905e1f9622dd6f2c9c21cddf5a7ca3dd831f830abb4e3afa94ce52a8,f20cc8f154f9bdd3bdd11b5f23ab4cce2683a262a3bbac82d966c7814f2111fa,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0031,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,31,115Ac,115Ac,48,50,1995,1998,2151,2154,I,I,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0032,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,32,115Ac,115Ac,50,52,2023,2045,2186,2208,\lambda\emptyset = 0,\lambda\emptyset = 0,6af2199b02ae9b45a98fbac4ba4264cbf0ea6663bfce71eb1d69bc7bd3473030,6af2199b02ae9b45a98fbac4ba4264cbf0ea6663bfce71eb1d69bc7bd3473030,3f8109d979de25936c696fc3d90fd79b70b90a1cc8a2fcf295aad61834bce784,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0033,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,33,115Ac,115Ac,51,53,2053,2103,2216,2266,"\lambda\coint{a,b}=\prod_{i=1}^r\beta_i-\alpha_i","\lambda\coint{a,b}=\prod_{i=1}^r\beta_i-\alpha_i",9eab88f5db0feabe1bb85bd94ad1843f4aa2ea714601a09adeb46cff1c8fe54b,9eab88f5db0feabe1bb85bd94ad1843f4aa2ea714601a09adeb46cff1c8fe54b,9eab88f5db0feabe1bb85bd94ad1843f4aa2ea714601a09adeb46cff1c8fe54b,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0034,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,34,115Ac,115Ac,52,54,2107,2125,2272,2290,\alpha_i<\beta_i,\alpha_i<\beta_i,633ea493ff52f5b0468104f121f35361ec802236f22d15159dddb88596bf53f9,633ea493ff52f5b0468104f121f35361ec802236f22d15159dddb88596bf53f9,633ea493ff52f5b0468104f121f35361ec802236f22d15159dddb88596bf53f9,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S115-FORMULA-0035,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115AC,35,115Ac,115Ac,52,54,2136,2139,2304,2307,i,i,de7d1b721a1e0632b7cf04edf5032c8ecffa9f9a08492152b926f1a5a7e765d7,de7d1b721a1e0632b7cf04edf5032c8ecffa9f9a08492152b926f1a5a7e765d7,de7d1b721a1e0632b7cf04edf5032c8ecffa9f9a08492152b926f1a5a7e765d7,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
