schema_version,record_type,id,unit_id,rights_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1DC,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,11,2A1Dc,2A1Dc,2A1Dc,explicit,false,exposition,2A1Dc,2A1Dc,245,248,249,252,10092,10294,10677,10885,ed265f5f388961c82c3194fe166269284e6690b1cdd91c659464c27c2002fa99,56246cd0d5658dbf782b72063b05a9e18542be12136e60b512a2bcf5d3ab9b45,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1DD,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,12,2A1Dd,2A1Dd,2A1Dd,explicit,false,exposition,2A1Dd,2A1Dd,249,257,253,261,10294,10777,10885,11408,19601a98b735c1b6bb8d3ea0a45a7119267f3239702fa5937c18dd78fa4f8fac,e98aa2240fd60dbdb61fac4b74f097128c35c44c60f252a8903e87a113863d96,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1DE,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,13,2A1De,2A1De,2A1De,explicit,false,exposition,2A1De,2A1De,258,263,262,267,10777,11056,11408,11687,efafcba7b1eed347ff5d463133ea7509c0802051a03746e85f7346b8523dd908,2e93b532a1344653ba88d936aa7118d98bdabf8d8c8a7bba4278970030a10fc9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1DF,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,14,2A1Df,2A1Df,2A1Df,explicit,false,exposition,2A1Df,2A1Df,264,267,268,271,11056,11222,11687,11858,cd2ac12bcbac9bc074e0f1bdc1713603dfc46558e14aac5c3c4868189c342a24,ed1882345b94795d2ac03e9d62a15fa0344d2739665c57e0d13ddcac4d95fd3b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1DG,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,15,2A1Dg,2A1Dg,2A1Dg,explicit,false,exposition,2A1Dg,2A1Dg,268,272,272,276,11222,11478,11858,12149,3fcba0b822b7693f4a119379e0a5aa6fbefa139b4dcfacccb9a6006ab8d3f42b,0e96a6751ea0a78f49b9ebab0e69e6ceae4de115f8485a9fb0e13d72225dc976,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1E,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,16,2A1E,2A1E,2A1E,explicit,false,exposition,2A1E,2A1E,273,277,277,281,11478,11759,12149,12433,d30a9e13872a3d26b26feeafd77aa8d647b43950475300fab5c69e400855649a,578734fc5bdcfdc5378cae3a78cc84b46ad051bc4dad5d78d4a092289b7e9ec9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1F,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,17,2A1F,2A1F,2A1F,explicit,false,exposition,2A1F,2A1F,278,280,282,284,11759,11906,12433,12583,2235dbf797459d2a67ab9afdfe8cf74b86ae6a1a66daa0b9e73e84c068e474a0,f7b0ceb2b9fb995b93073c6df9677cc037c361384d0faa6887d629e9ed81b54e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1FB,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,18,2A1Fb,2A1Fb,2A1Fb,explicit,false,exposition,2A1Fb,2A1Fb,281,284,285,288,11906,12071,12583,12752,ee6a2d2bf5f045ef4a85f863f3313aba3ea7638f40dd7ddf974a4322edb10751,664bd3d2ca7e1d6016f3404c42a556698acc6ca31a1230a10239f3368dfd66a1,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1FC,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,19,2A1Fc,2A1Fc,2A1Fc,explicit,false,exposition,2A1Fc,2A1Fc,285,291,289,294,12071,12421,12752,13129,7243282872d752009a69e3d9899757467d630d0fc3103a10b0964ab961cbcbb6,578d0e8077c820ec62252c6c701ded31edc4103de2474a1d52ca97ee6b1090e2,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1FD,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,20,2A1Fd,2A1Fd,2A1Fd,explicit,false,exposition,2A1Fd,2A1Fd,292,295,295,298,12421,12648,13129,13338,84b9caa2d4350483849cebbc0cc77809c72838932847549a737aee702331cccf,76ca201077833e897c22ce33aa2afcb1605f9b7572d1bb0754b4a5660c174c77,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1G,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,21,2A1G,2A1G,2A1G,explicit,false,exposition,2A1G,2A1G,296,303,299,305,12648,13034,13338,13724,9310a6aca5ee142d12230447961d1d061151593421c0bcc782bb29123efc3c94,88535a9a87f1ffe53801f1383a7bf3f86e407eda2dfdd7eb76faad1025ff848a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1H,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,22,2A1H,2A1H,2A1H,explicit,false,exposition,2A1H,2A1H,304,311,306,313,13034,13292,13724,13965,46baa41b4903df826ec6fc5be7411ace05b080f4fa8603ea5e88295c00603c7e,3895c317be7366cccb93e29fe45cd40562db76928bbcafffcc8c4fa103e2c92a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1HB,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,23,2A1Hb,2A1Hb,2A1Hb,explicit,false,exposition,2A1Hb,2A1Hb,312,335,314,339,13292,14417,13965,15081,4939fb7970ab5023eb1420c0aa163fb1185e81e6b4bd7eeccc7348f904a23d81,3e8d25869c2a401443b7254fa38321352995e544d51effb52bae2f53c7db567c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1HC,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,24,2A1Hc,2A1Hc,2A1Hc,explicit,false,exposition,2A1Hc,2A1Hc,336,350,340,356,14417,15349,15081,16072,49410762e6c2c3a33ee8747842f581dc1d0513a58ad532791a14c07b131d5186,09b279f68a32df7b78736557bb8985222a57d788fe3eafeb218815e47357b433,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1I,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,25,2A1I,2A1I,2A1I,explicit,false,exposition,2A1I,2A1I,351,356,357,361,15349,15623,16072,16367,aca5fe30c0bda7c560055ce69ebc7d6bb4ad1bb15f5370c46403bd556099f4d5,adda2010879cf8927ca31246bcceb7714ba8424d8a62f4ae9f8ba3b3d762c826,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1IA,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,26,2A1Ia,2A1Ia,2A1Ia,explicit,false,exposition,2A1Ia,2A1Ia,357,368,362,375,15623,16083,16367,16841,a355b32b733ffc3af27778996105fe20f6fb7c8c1ae530928da29647ed93d888,aaba8873ec025eba9339bbdfe5e50f9cb690fc0a7a156f481ccf1af84dc377ad,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1IB,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,27,2A1Ib,2A1Ib,2A1Ib,explicit,false,exposition,2A1Ib,2A1Ib,369,396,376,404,16083,17437,16841,18208,80192aa4d657f07921bf9616c294006324282f5ea3e8b09030cd3e69fd3392da,040256c8be43393fff373f4e4647d1827d7bd2ff85d84bfda1851de5d65169b0,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1J,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,28,2A1J,2A1J,2A1J,explicit,false,exposition,2A1J,2A1J,397,423,405,432,17437,18923,18208,19831,4f57b37b80c987b3cfb2626c3b4e492822e54127f39b9adb696abbcece8e8e6c,cb192d3e5efea18b451e06e48f7577e30b0b47c16696f8a9573b2ab069ba1782,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1K,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,29,2A1K,2A1K,2A1K,explicit,false,exposition,2A1K,2A1K,424,438,433,446,18923,19494,19831,20393,eb996e6a5c38a72fecb8fa2ceeb757efd0a829751a2385bdc8daf1d7a3ff48c3,7669218e24a3aaa40ff256416264415578fd0e3e93f873292531435eaa6f7428,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1KB,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,30,2A1Kb,2A1Kb,2A1Kb,explicit,false,exposition,2A1Kb,2A1Kb,439,444,447,451,19494,19764,20393,20677,d6db113b5d31322c3b7cdc00090cb01327d6e8dfe53887c7c6eefebaeb3cfa38,38afd88ec2e521449eff415fafca120d30fac305d4a3d1c4412f56fee54003bf,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1L,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,31,2A1L,2A1L,2A1L,explicit,false,exposition,2A1L,2A1L,445,450,452,457,19764,20094,20677,21041,44b95132008f85fa6a40aa1cc12e1661c57478c52c6d22fe9c3ed10b490d92a7,c7fbfff5e327f9f3ab2e6a6befc20d0998ec683c56e906c5f604b5675ac46172,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1LB,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,32,2A1Lb,2A1Lb,2A1Lb,explicit,false,exposition,2A1Lb,2A1Lb,451,456,458,462,20094,20396,21041,21315,09c3b02263ccf82510fe81aaf52721b9827318d5941851d53a0b07dfe4bac7ea,df5b918be4d69804c1676d78e213a4cbbd9fb45db91c865c0969142b88ab005d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1LC,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,33,2A1Lc,2A1Lc,2A1Lc,explicit,false,exposition,2A1Lc,2A1Lc,457,465,463,470,20396,20875,21315,21831,a3147a9986fd73c67f789fa9571a64f541b33e6820ef82b4b4efdd1e46f695e2,97fd737c64794179c4fd25c24dd3e9029c6c4938290b65983c897014eba58f5f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1LD,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,34,2A1Ld,2A1Ld,2A1Ld,explicit,false,exposition,2A1Ld,2A1Ld,466,476,471,482,20875,21503,21831,22528,d6d3ad2ac0f6aea8d230e77250f43101bc7555c6c43bb9b1b7a688b0e899d28f,f3a8521cda066bcf849867d5578c19dedd7d3aecdb2583ca938d2aa87c56fcd6,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1LE,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,35,2A1Le,2A1Le,2A1Le,explicit,false,exposition,2A1Le,2A1Le,477,483,483,488,21503,21835,22528,22881,ea475096c8431aa56e28fd28fbd71c9e2b55c96fabb3092f346ac28dcb8f6dc4,7385395091a298240af0300c9e2f9531ec9a85538d819b7eeddfd22c77c8f769,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1LF,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,36,2A1Lf,2A1Lf,2A1Lf,explicit,false,exposition,2A1Lf,2A1Lf,484,486,489,491,21835,21934,22881,22988,2fe7d4b131de84fc529484aec6d09469932b912a4e43d053e1c55693d719973f,8e907414b4a3439a52084f968692f447e6866e75f221ce2e356fced3c9fcd6ec,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1M,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,37,2A1M,2A1M,2A1M,explicit,false,exposition,2A1M,2A1M,487,500,492,503,21934,22520,22988,23581,d496d3f691d78fc089cfa140f6fb8285f183c3628b69dcd2395c67731fb2a168,348e92709f58e6b2057dbecc831a285543e29a4833f104625d3185fe7e234038,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1N,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,38,2A1N,2A1N,2A1N,explicit,false,exposition,2A1N,2A1N,501,518,504,521,22520,23398,23581,24476,5a88596c2721c60ea3593d47cf4ba101eb9cf1f66f05ec7ffa11a72744c38ae7,58f03348a613834a145bbedecc046aa03aba8c753f6bfd1cae87ab5e08cef87b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1O,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,39,2A1O,2A1O,2A1O,explicit,false,exposition,2A1O,2A1O,519,580,522,591,23398,26572,24476,27827,a3ea76e96f46096b2c52ae3fbbd6d03ea7bfa7971309ce18b85016449b8e2c64,15987add3f57a9df6d13d616ca80cb821e5984a6ae6fa5f6da7d80ad4d8a1070,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A1-SEG-2A1P,O007-FREMLIN-V2-APP-2A1,O007-RIGHTS-FREMLIN-DSL,40,2A1P,2A1P,2A1P,explicit,false,exposition,2A1P,2A1P,581,703,592,728,26572,32438,27827,34174,a001428a0f878360c979073704da88d7879e1c89281036b49eefc4d200caee38,b707ce99cb48e687fb1735510c3f1fdda309f9b349d6a0a5ab0a05938dc691fe,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
