schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,semantic_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-011,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121C,result-reference,O007-FREMLIN-V1-S115-SEG-115E,11,121C,121C,115E,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:127: the $\sigma$-algebra of Lebesgue measurable sets\cmmnt{ (114E, 115E)},","{""basis"":""literal printed source expression '115E'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-012,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121C,section-reference,,12,121C,121C,135,selected-corpus-pending,authority/fremlin/source/mt1.2011/mt121.tex:141: outline such a theory in \S135 below.,"{""basis"":""literal printed source expression '\\\\S135'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-013,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121DA,result-reference,O007-FREMLIN-V1-S121-SEG-121C,13,121D,121Da,121C,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:153: \proof{{\bf (a)} This is immediate from the definitions in 121C,","{""basis"":""literal printed source expression '121C'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-014,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121DA,result-reference,O007-FREMLIN-V1-S114-SEG-114G,14,121D,121Da,114G,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:155: $\sigma$-algebra (114G, 115G).","{""basis"":""literal printed source expression '114G'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-015,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121DA,result-reference,O007-FREMLIN-V1-S115-SEG-115G,15,121D,121Da,115G,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:155: $\sigma$-algebra (114G, 115G).","{""basis"":""literal printed source expression '115G'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-016,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121DB,volume-1-appendix-reference,,16,121D,121Db,1A2Bd,selected-corpus-pending,"authority/fremlin/source/mt1.2011/mt121.tex:167: \noindent Then $G_0$ is a union of open sets, therefore open (1A2Bd).","{""basis"":""literal printed source expression '1A2Bd'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-017,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121DB,volume-1-appendix-reference,,17,121D,121Db,1A2D,selected-corpus-pending,"authority/fremlin/source/mt1.2011/mt121.tex:175: $\{y:\|y-x\|<\delta\}$ is open (1A2D),  so belongs to $\Cal G$ and is","{""basis"":""literal printed source expression '1A2D'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-018,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121DC,result-reference,O007-FREMLIN-V1-S114-SEG-114G,18,121D,121Dc,114G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt121.tex:192: either case is the intersection of $D$ with a Borel set (see 114G).,"{""basis"":""literal printed source expression '114G'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-019,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121DC,result-clause-reference,O007-FREMLIN-V1-S121-SEG-121B,19,121D,121Dc,121B(iii),resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:197: case 121B(iii) will be satisfied.,"{""basis"":""literal printed source expression '121B(iii)'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-020,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121DC,volume-1-appendix-reference,,20,121D,121Dc,1A2,selected-corpus-pending,authority/fremlin/source/mt1.2011/mt121.tex:203: detail in \S1A2.   If they are new to you it would probably be sensible,"{""basis"":""literal printed source expression '\\\\S1A2'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-021,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121EB,result-reference,O007-FREMLIN-V1-S111-SEG-111FB,21,121E,121Eb,111Fb,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:261: (111Fb, 1A1E).      For $q\in\Bbb Q$ choose sets $F_q$,","{""basis"":""literal printed source expression '111Fb'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-022,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121EB,volume-1-appendix-reference,,22,121E,121Eb,1A1E,selected-corpus-pending,"authority/fremlin/source/mt1.2011/mt121.tex:261: (111Fb, 1A1E).      For $q\in\Bbb Q$ choose sets $F_q$,","{""basis"":""literal printed source expression '1A1E'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-023,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121EB,result-reference,O007-FREMLIN-V1-S111-SEG-111FA,23,121E,121Eb,111Fa,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:281: \noindent by 111Fa.   As $a$ is arbitrary, $f+g$ is measurable.","{""basis"":""literal printed source expression '111Fa'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-024,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121EF,result-reference,O007-FREMLIN-V1-S114-SEG-114G,24,121E,121Ef,114G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt121.tex:385: follows by arguments already used in 114G above.,"{""basis"":""literal printed source expression '114G'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-025,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121EF,result-reference,O007-FREMLIN-V1-S111-SEG-111G,25,121E,121Ef,111G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt121.tex:405: (111G).,"{""basis"":""literal printed source expression '111G'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-026,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121E,result-reference,O007-FREMLIN-V1-S121-SEG-121DB,26,121E,121E,121Db,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:433: (121Db).,"{""basis"":""literal printed source expression '121Db'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-027,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121E,result-reference,O007-FREMLIN-V1-S121-SEG-121K,27,121E,121E,121K,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:441: 121K I give a general result which may be used to exploit such,"{""basis"":""literal printed source expression '121K'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-028,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121E,result-reference,O007-FREMLIN-V1-S121-SEG-121B,28,121E,121E,121B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:445: real-valued function.   The point of the definition in 121B-121C is that,"{""basis"":""literal printed source expression '121B-121C'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-029,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121E,result-reference,O007-FREMLIN-V1-S121-SEG-121C,29,121E,121E,121C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:445: real-valued function.   The point of the definition in 121B-121C is that,"{""basis"":""literal printed source expression '121B-121C'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-030,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121E,exercise-clause-reference,O007-FREMLIN-V1-S121-SEG-121YC,30,121E,121E,121Yc(ii),resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:448: $\{\ocint{-\infty,a}:a\in\Bbb R\},\ldots$.   (See 121Yc(ii).)","{""basis"":""literal printed source expression '121Yc(ii)'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-031,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121G,result-reference,O007-FREMLIN-V1-S121-SEG-121EE,31,121G,121G,121Ee,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:539: everywhere.  (The quotient $f/g$ of 121Ee also need not be defined,"{""basis"":""literal printed source expression '121Ee'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-032,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121G,result-reference,O007-FREMLIN-V1-S121-SEG-121C,32,121G,121G,121C,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:558: as real numbers.   (As I noted in 121C, I am for the time being avoiding","{""basis"":""literal printed source expression '121C'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-033,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121G,result-reference,O007-FREMLIN-V1-S121-SEG-121FA,33,121G,121G,121Fa,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:567: convention could make 121Fa false, unless care was taken.","{""basis"":""literal printed source expression '121Fa'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-034,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121G,result-reference,O007-FREMLIN-V1-S111-SEG-111E,34,121G,121G,111E,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:569: As in 111E-111F, we can use the ideas of parts (b), (c) here to discuss","{""basis"":""literal printed source expression '111E-111F'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-035,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121G,result-reference,O007-FREMLIN-V1-S111-SEG-111F,35,121G,121G,111F,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:569: As in 111E-111F, we can use the ideas of parts (b), (c) here to discuss","{""basis"":""literal printed source expression '111E-111F'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-036,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121H,result-reference,O007-FREMLIN-V1-S121-SEG-121F,36,121H,121H,121F,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:635: 121F, we easily complete the proof.","{""basis"":""literal printed source expression '121F'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-037,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121I-PROOF-A,result-reference,O007-FREMLIN-V1-S121-SEG-121EH,37,121I,121I-proof-a,121Eh,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:663: $f$ is measurable by 121Eh.,"{""basis"":""literal printed source expression '121Eh'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-038,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121J,result-reference,O007-FREMLIN-V1-S121-SEG-121E,38,*121J,121J,121E,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:717: \leader{*121J}{}\cmmnt{ The next proposition may illuminate 121E, as well as","{""basis"":""literal printed source expression '121E'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-039,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121J,curricular-route-volume-reference,O007-FREMLIN-V2,39,*121J,121J,Volume 2,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt121.tex:718: being indispensable for the work of Volume 2.   I start with a useful,"{""basis"":""literal printed source expression 'Volume 2'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""curricular-route-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-040,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121J,section-reference,O007-FREMLIN-V1-S115,40,*121J,121J,115,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:726: $x=(\xi_1,\ldots,\xi_r)$, as in \S115.   Then the","{""basis"":""literal printed source expression '\\\\S115'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-041,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121J-PROOF-B,result-reference,O007-FREMLIN-V1-S121-SEG-121EF,41,121J,121J-proof-b,121Ef,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:749: \Prf\ (Compare the proof of 121Ef.)  Let $G\subseteq\BbbR^r$ be an open,"{""basis"":""literal printed source expression '121Ef'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-042,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121J-PROOF-B,volume-1-appendix-reference,,42,121J,121J-proof-b,1A2A,selected-corpus-pending,"authority/fremlin/source/mt1.2011/mt121.tex:756: $\Cal I$, $\bigcup\Cal I\subseteq G$.   But also, if $x\in G$, there is a $\delta>0$ such that the open ball $U(x,\delta)$ with centre $x$ and radius $\delta$ is included in $G$ (1A2A).","{""basis"":""literal printed source expression '1A2A'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-043,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121J,result-reference,O007-FREMLIN-V1-S115-SEG-115G,43,*121J,121J,115G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt121.tex:780: \noindent{\bf Remark} Compare the proof of 115G.,"{""basis"":""literal printed source expression '115G'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-044,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121KA,result-reference,O007-FREMLIN-V1-S121-SEG-121EF,44,121K,121Ka,121Ef,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:799: \Prf\ (Compare 121Ef.) {\bf ($\pmb{\alpha}$)},"{""basis"":""literal printed source expression '121Ef'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-045,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121KA,result-reference,O007-FREMLIN-V1-S121-SEG-121J,45,121K,121Ka,121J,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:819: \noindent So $\Tau$ includes the family $\Cal J$ of 121J and therefore,"{""basis"":""literal printed source expression '121J'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-046,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121KB,result-reference,O007-FREMLIN-V1-S121-SEG-121EG,46,121K,121Kb,121Eg,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:825: {\bf (b)} Now the rest follows by the argument of 121Eg.   If,"{""basis"":""literal printed source expression '121Eg'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-047,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121XE,volume-1-appendix-reference,,47,121Xe,121Xe,1A2B,selected-corpus-pending,authority/fremlin/source/mt1.2011/mt121.tex:897: sets listed in 1A2B.   (ii) Let $\Cal B$ be the,"{""basis"":""literal printed source expression '1A2B'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-048,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121XF,exercise-reference,O007-FREMLIN-V1-S121-SEG-121XC,48,121Xf,121Xf,121Xc,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:908: define $\eusm L^0$ as in 121Xc.   Show that if $f_1,\ldots,f_r$ belong","{""basis"":""literal printed source expression '121Xc'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-049,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121YA,exercise-reference,O007-FREMLIN-V1-S111-SEG-111XC,49,121Y,121Ya,111Xc,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt121.tex:919: $\sigma$-algebra of subsets of $Y$ (see 111Xc).   (i) Show that if $g$ is,"{""basis"":""literal printed source expression '111Xc'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
