schema_version,record_type,id,unit_id,rights_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4F,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,11,2A4F,2A4F,2A4F,explicit,false,exposition,2A4F,2A4F,131,140,136,146,5435,5977,5695,6278,aba601b6d2f5f12626f72e4db856dedfc840c13af198dfca8c653382457b106d,efebe8d4e95aa05e430f1145aa0b9272298203a89de76a637b4a787d89286af9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4FB,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,12,2A4Fb,2A4Fb,2A4Fb,explicit,false,exposition,2A4Fb,2A4Fb,141,153,147,160,5977,6396,6278,6695,c439cf8a9ba0086d7ae5f651bfc1f139b2c936bc17b5e7027636a42594bdf0c4,d07c51da935fcd767def781fa365ac26d95583bd1a993914a25d6eeda7ce213a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4FC,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,13,2A4Fc,2A4Fc,2A4Fc,explicit,false,exposition,2A4Fc,2A4Fc,154,168,161,176,6396,7035,6695,7349,267976cba3d3fbc24b8335e85dce4ffdf05dfa5c16de51ebfa54522f884deaf7,5f8a1b12a38bd9e7cf551ea88930bbbb616cdad07e553172784655042bda5eba,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4FD,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,14,2A4Fd,2A4Fd,2A4Fd,explicit,false,exposition,2A4Fd,2A4Fd,169,180,177,188,7035,7556,7349,7888,7dbd2377a129ed5a7cd5bf53964ff8fe14044cf63823b73b82e776ca429f1483,ed4722e95e4ac697aee20913a05c92e4e373a67fe2e6591335687b2f9bca1ebb,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4G,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,15,2A4G,2A4G,2A4G,explicit,false,exposition,2A4G,2A4G,181,219,189,230,7556,9391,7888,9756,4924c638d545c119ab44e41d6cd3a3c96d88fdc24b1f07bc52d0ba9aa56d2c41,7413eda127a8965482aa5945b5302367e01a2ada9ab04f12fc9d89f3f150ae12,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4H,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,16,2A4H,2A4H,2A4H,explicit,false,exposition,2A4H,2A4H,220,227,231,238,9391,9776,9756,10199,b450ab797bb6bfe442959c9fe618169b0085baeaa6cc9fdfe6923858f3aa67fc,3bf1133180e7a5944e4e5787d5055edb67de4b1a1365169da1e46572d1fb4d2d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4I,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,17,2A4I,2A4I,2A4I,explicit,false,exposition,2A4I,2A4I,228,307,239,323,9776,12739,10199,13248,7dbae0c13709b0fc09c51adb47f511519d8d4f0462ba10bcd14f932d3aab02ab,ea03ae6634f426438e41e087cba97fcd88729847b24d896fe93bb8c43d02683b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4J,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,18,2A4J,2A4J,2A4J,explicit,false,exposition,2A4J,2A4J,308,322,324,338,12739,13254,13248,13787,cbeff32659df23327ea63d410fdfc95ea6387f7ffff3969936b3a6bcfff30934,371e0b0274d88bf3d1b0a1d6372f966e4a2a15683e8f704bab9d5dd821781b24,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4JB,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,19,2A4Jb,2A4Jb,2A4Jb,explicit,false,exposition,2A4Jb,2A4Jb,323,326,339,343,13254,13496,13787,14038,015545fa2c4e5ac7067fd0c567664e9c481fe78d73284ec7ea089bfc8fbe20f2,33887b70dce1a37520aea59fd04698a3a784f9cdd5b110bfcf99016739b025b9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-APP-2A4-SEG-2A4K,O007-FREMLIN-V2-APP-2A4,O007-RIGHTS-FREMLIN-DSL,20,*2A4K,*2A4K,*2A4K,explicit,false,exposition,*2A4K,*2A4K,327,332,344,348,13496,13724,14038,14279,2c633d2dd3ddd79c02827faa49bce9108f5d45ff3b9fa2e84b9f339b50ed13f5,fd809350ec4c3a9b4cffea2c1a459d340ff965e63cce13418c42506e1ecac2cf,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
